abstract_id,relation_id,entity_a_id,entity_b_id,type,novel,sentence,url,Assigned to,True type,True relation,yes For LitCoin,To be studied relation (Y) or title specific (T),Relation word,Relation word 2,"QC (C:correct, W: wrong, Q:qestionable)",ent1 select,ent2 select,Note,3,agree with our labeling,check,Note_from_annotation
2422478,15,D008750,D007022,Positive_Correlation,TRUE,"It is concluded therefore that, unlike the ventrolateral B3 cells which mediate a <ENT1>methyldopa</ENT1>-induced <ENT2>hypotension</ENT2> via descending projections, the midline serotonin B3 cells in the medulla contribute to the <ENT2>hypotensive</ENT2> action of <ENT1>methyldopa</ENT1>, either by way of an ascending projection which does not pass through the median forebrain bundle, or through a projection restricted to the caudal brainstem.",,,,T,,,,,c,,,"11,22",,0.5,,
2422478,17,D008750,D012701,Positive_Correlation,TRUE,Midline B3 <ENT2>serotonin</ENT2> nerves in rat medulla are involved in hypotensive effect of <ENT1>methyldopa</ENT1>.,,,,T,,,,,w,,,,,1.0,,
2422478,17,D008750,D012701,Positive_Correlation,TRUE,Previous experiments in this laboratory have shown that microinjection of <ENT1>methyldopa</ENT1> onto the ventrolateral cells of the B3 <ENT2>serotonin</ENT2> neurons in the medulla elicits a hypotensive response mediated by a projection descending into the spinal cord.,,,,T,,,,,w,,,,,1.0,,
2422478,17,D008750,D012701,Positive_Correlation,TRUE,"In spontaneously hypertensive, stroke-prone rats, microinjection of <ENT1>methyldopa</ENT1> into the area of the midline B3 <ENT2>serotonin</ENT2> cell group in the ventral medulla caused a potent hypotension of 30-40 mm Hg, which was maximal 2-3 h after administration and was abolished by the <ENT2>serotonin</ENT2> neurotoxin 5,7-dihydroxytryptamine (5,7-DHT) injected intracerebroventricularly.",,,,T,,,,,w,,,,,1.0,,
2422478,17,D008750,D012701,Positive_Correlation,TRUE,"Further, 5,7-DHT lesion of <ENT2>serotonin</ENT2> nerves travelling in the median forebrain bundle, one of the main ascending pathways from the B3 <ENT2>serotonin</ENT2> cells, did not affect the fall in blood pressure associated with a midline B3 <ENT2>serotonin</ENT2> <ENT1>methyldopa</ENT1> injection.",,,,T,,,,,c,,,,,1.0,,
2422478,17,D008750,D012701,Positive_Correlation,TRUE,"It is concluded therefore that, unlike the ventrolateral B3 cells which mediate a <ENT1>methyldopa</ENT1>-induced hypotension via descending projections, the midline <ENT2>serotonin</ENT2> B3 cells in the medulla contribute to the hypotensive action of <ENT1>methyldopa</ENT1>, either by way of an ascending projection which does not pass through the median forebrain bundle, or through a projection restricted to the caudal brainstem.",,,,T,,,,,w,,,,,1.0,,
2422478,16,D015116,D012701,Association,TRUE,"In spontaneously hypertensive, stroke-prone rats, microinjection of methyldopa into the area of the midline B3 <ENT2>serotonin</ENT2> cell group in the ventral medulla caused a potent hypotension of 30-40 mm Hg, which was maximal 2-3 h after administration and was abolished by the <ENT2>serotonin</ENT2> neurotoxin <ENT1>5,7-dihydroxytryptamine</ENT1> (<ENT1>5,7-DHT</ENT1>) injected intracerebroventricularly.",,,,T,,,,,c,,,,,0.75,,
2422478,16,D015116,D012701,Association,TRUE,"However, intraspinal injection of <ENT1>5,7-DHT</ENT1> to produce a more selective lesion of only descending <ENT2>serotonin</ENT2> projections in the spinal cord did not affect this hypotension.",,,,T,,,,,w,,,,,1.0,,
2422478,16,D015116,D012701,Association,TRUE,"Further, <ENT1>5,7-DHT</ENT1> lesion of <ENT2>serotonin</ENT2> nerves travelling in the median forebrain bundle, one of the main ascending pathways from the B3 <ENT2>serotonin</ENT2> cells, did not affect the fall in blood pressure associated with a midline B3 <ENT2>serotonin</ENT2> methyldopa injection.",,,,T,,,,,c,,,,,1.0,,
2422478,18,D007022,D012701,Positive_Correlation,TRUE,Midline B3 <ENT2>serotonin</ENT2> nerves in rat medulla are involved in <ENT1>hypotensive</ENT1> effect of methyldopa.,,,,T,Y,,,,c,,,,,0.0,,
2422478,18,D007022,D012701,Positive_Correlation,TRUE,Previous experiments in this laboratory have shown that microinjection of methyldopa onto the ventrolateral cells of the B3 <ENT2>serotonin</ENT2> neurons in the medulla elicits a <ENT1>hypotensive</ENT1> response mediated by a projection descending into the spinal cord.,,,,T,,,,,w,,,,,1.0,,
2422478,18,D007022,D012701,Positive_Correlation,TRUE,"In spontaneously hypertensive, stroke-prone rats, microinjection of methyldopa into the area of the midline B3 <ENT2>serotonin</ENT2> cell group in the ventral medulla caused a potent <ENT1>hypotension</ENT1> of 30-40 mm Hg, which was maximal 2-3 h after administration and was abolished by the <ENT2>serotonin</ENT2> neurotoxin 5,7-dihydroxytryptamine (5,7-DHT) injected intracerebroventricularly.",,,,T,,,,,w,,,,,0.5,,
2422478,18,D007022,D012701,Positive_Correlation,TRUE,"However, intraspinal injection of 5,7-DHT to produce a more selective lesion of only descending <ENT2>serotonin</ENT2> projections in the spinal cord did not affect this <ENT1>hypotension</ENT1>.",,,,T,,,,,c,,,,,1.0,,
2422478,18,D007022,D012701,Positive_Correlation,TRUE,"It is concluded therefore that, unlike the ventrolateral B3 cells which mediate a methyldopa-induced <ENT1>hypotension</ENT1> via descending projections, the midline <ENT2>serotonin</ENT2> B3 cells in the medulla contribute to the <ENT1>hypotensive</ENT1> action of methyldopa, either by way of an ascending projection which does not pass through the median forebrain bundle, or through a projection restricted to the caudal brainstem.",,,,T,,,,,w,,,,,1.0,,
2491010,19,1756,D020388,Association,TRUE,Eighty unrelated individuals with <ENT2>Duchenne muscular dystrophy</ENT2> (<ENT2>DMD</ENT2>)or <ENT2>Becker muscular dystrophy</ENT2> (<ENT2>BMD</ENT2>) were found to have deletions in the major deletion-rich region of the <ENT1>DMD</ENT1> locus.,,,,T,,,,,w,,,,,0.0,,
7468724,22,D007752,D013726,Negative_Correlation,FALSE,Cardiovascular complications associated with <ENT2>terbutaline</ENT2> treatment for <ENT1>preterm labor</ENT1>.,,,,T,,,,,w,,,,,0.0,,
7468724,22,D007752,D013726,Negative_Correlation,FALSE,Severe cardiovascular complications occurred in eight of 160 patients treated with <ENT2>terbutaline</ENT2> for <ENT1>preterm labor</ENT1>.,,,,T,,,,,c,,,,,1.0,,
7468724,24,D013726,D002318,Association,TRUE,<ENT2>Cardiovascular complications</ENT2> associated with <ENT1>terbutaline</ENT1> treatment for preterm labor.,,,,T,Y,,,,c,,,,,0.0,,
7468724,24,D013726,D002318,Association,TRUE,Severe <ENT2>cardiovascular complications</ENT2> occurred in eight of 160 patients treated with <ENT1>terbutaline</ENT1> for preterm labor.,,,,T,Y,,,,c,,,,,0.0,,
7668252,29,37,D019308,Positive_Correlation,TRUE,"In patient fibroblasts, raising <ENT1>VLCAD</ENT1> activity to approximately 20% of normal control fibroblast activity raised <ENT2>palmitic acid</ENT2> beta-oxidation flux to the level found in control fibroblasts, which may offer important information for the rational design of future somatic gene therapy for VLCAD deficiency..",,,,T,,,,,c,,,,,0.0,,
7668252,27,37,C536353,Negative_Correlation,FALSE,PCR-amplified <ENT1>VLCAD</ENT1> cDNAs were sequenced in cultured fibroblasts from two <ENT2>VLCAD-deficient</ENT2> patients.,,,,T,,,,,c,,,,,0.0,,
7668252,27,37,C536353,Negative_Correlation,FALSE,"Quantitative cDNA expression of normal human <ENT1>VLCAD</ENT1> was performed in the patients fibroblasts, using vaccinia viral system, which demonstrated that the <ENT2>deficiency of the normal VLCAD protein</ENT2> causes impaired long-chain fatty acid beta-oxidation activity in the patients fibroblasts.",,,,T,,,,,c,,,,,1.0,,
7668252,27,37,C536353,Negative_Correlation,FALSE,"In patient fibroblasts, raising <ENT1>VLCAD</ENT1> activity to approximately 20% of normal control fibroblast activity raised palmitic acid beta-oxidation flux to the level found in control fibroblasts, which may offer important information for the rational design of future somatic gene therapy for <ENT2>VLCAD deficiency</ENT2>..",,,,T,Y,,,,c,,,,,0.0,,
7668252,28,D019308,C536353,Association,TRUE,"In patient fibroblasts, raising VLCAD activity to approximately 20% of normal control fibroblast activity raised <ENT1>palmitic acid</ENT1> beta-oxidation flux to the level found in control fibroblasts, which may offer important information for the rational design of future somatic gene therapy for <ENT2>VLCAD deficiency</ENT2>..",,,,T,,,,,w,,,,,0.0,,
7668252,25,C536353,D005227,Negative_Correlation,TRUE,"Quantitative cDNA expression of normal human VLCAD was performed in the patients fibroblasts, using vaccinia viral system, which demonstrated that the <ENT1>deficiency of the normal VLCAD protein</ENT1> causes impaired <ENT2>long-chain fatty acid</ENT2> beta-oxidation activity in the patients fibroblasts.",,,,T,,,,,w,,,,,0.0,,
7905839,34,25601,D053610,Association,TRUE,The expressed <ENT1>mu OR1</ENT1> recognized tested <ENT2>opiate</ENT2> drugs and opioid peptides in a sodium- and GTP-sensitive fashion with affinities virtually identical to those displayed by the rat <ENT1>mu opiate receptor</ENT1>.,,,,T,,,,,c,,,,,0.5,,
7905839,32,25601,D006160,Association,FALSE,The expressed <ENT1>mu OR1</ENT1> recognized tested opiate drugs and opioid peptides in a sodium- and <ENT2>GTP</ENT2>-sensitive fashion with affinities virtually identical to those displayed by the rat <ENT1>mu opiate receptor</ENT1>.,,,,T,,,,,w,,,,,0.0,,
7905839,33,25601,D018847,Association,TRUE,The expressed <ENT1>mu OR1</ENT1> recognized tested opiate drugs and <ENT2>opioid peptides</ENT2> in a sodium- and GTP-sensitive fashion with affinities virtually identical to those displayed by the rat <ENT1>mu opiate receptor</ENT1>.,,,,T,,,,,c,,,,,0.5,,
7905839,35,25601,D012964,Association,FALSE,The expressed <ENT1>mu OR1</ENT1> recognized tested opiate drugs and opioid peptides in a <ENT2>sodium</ENT2>- and GTP-sensitive fashion with affinities virtually identical to those displayed by the rat <ENT1>mu opiate receptor</ENT1>.,,,,T,,,,,w,,,,,0.5,,
7905839,31,25601,D000242,Association,FALSE,Effects on <ENT2>cyclic AMP</ENT2> are similar to those noted for the rat <ENT1>mu opiate receptor</ENT1>.,,,,T,Y,,,,c,,,,,0.0,,
8755918,37,D001260,472,Association,TRUE,We have identified 14 families with <ENT1>ataxia-telangiectasia</ENT1> (<ENT1>A-T</ENT1>) in which mutation of the <ENT2>ATM</ENT2> gene is associated with a less severe clinical and cellular phenotype (approximately 10% -15% of <ENT1>A-T</ENT1> families identified in the United Kingdom).,,,,T,,,,,w,,,,,1.0,,
8829135,43,C534628,1813,Bind,FALSE,"These effects were not mediated by a dopaminergic mechanism as nefiracetam, at millimolar concentrations, failed to displace either [3H]<ENT1>SCH 23390</ENT1> or [3H]spiperone binding from <ENT2>D1 or D2 dopamine receptor</ENT2> subtypes, respectively.",,,,T,,,,,c,,,,,0.0,,
8829135,41,1813,D013134,Bind,FALSE,"These effects were not mediated by a dopaminergic mechanism as nefiracetam, at millimolar concentrations, failed to displace either [3H]SCH 23390 or [3H]<ENT2>spiperone</ENT2> binding from <ENT1>D1 or D2 dopamine receptor</ENT1> subtypes, respectively.",,,,T,,,,,c,,,,,1.0,,
8829135,40,D012601,D007859,Positive_Correlation,FALSE,Nefiracetam is a novel pyrrolidone derivative which attenuates <ENT1>scopolamine</ENT1>-induced <ENT2>learning and post-training consolidation deficits</ENT2>.,,,,T,,,,,c,,,,,1.0,,
8829135,47,D012601,C058876,Negative_Correlation,TRUE,<ENT2>Nefiracetam</ENT2> is a novel pyrrolidone derivative which attenuates <ENT1>scopolamine</ENT1>-induced learning and post-training consolidation deficits.,,,,T,Y,,,,c,,,,,1.0,,
8829135,50,D001058,C058876,Negative_Correlation,TRUE,<ENT2>Nefiracetam</ENT2> (<ENT2>DM-9384</ENT2>) reverses <ENT1>apomorphine</ENT1>-induced amnesia of a passive avoidance response: delayed emergence of the memory retention effects.,,,,T,Y,,,,c,,,,,0.5,,
8829135,50,D001058,C058876,Negative_Correlation,TRUE,"Given that <ENT1>apomorphine</ENT1> inhibits passive avoidance retention when given during training or in a defined 10-12h post-training period, we evaluated the ability of <ENT2>nefiracetam</ENT2> to attenuate amnesia induced by dopaminergic agonism.",,,,T,,,,,c,,,,,1.0,,
8829135,50,D001058,C058876,Negative_Correlation,TRUE,A step-down passive avoidance paradigm was employed and <ENT2>nefiracetam</ENT2> (3 mg/kg) and <ENT1>apomorphine</ENT1> (0.5 mg/kg) were given alone or in combination during training and at the 10-12h post-training period of consolidation.,,,,T,,,,,c,,,,,0.0,,
8829135,50,D001058,C058876,Negative_Correlation,TRUE,Co-administration of <ENT2>nefiracetam</ENT2> and <ENT1>apomorphine</ENT1> during training or 10h thereafter produced no significant anti-amnesic effect.,,,,T,,,,,w,,,,,0.0,,
8829135,50,D001058,C058876,Negative_Correlation,TRUE,"However, administration of <ENT2>nefiracetam</ENT2> during training completely reversed the amnesia induced by <ENT1>apomorphine</ENT1> at the 10h post-training time and the converse was also true.",,,,T,Y,,,,c,,,,,1.0,,
8829135,46,D001058,D000647,Positive_Correlation,FALSE,Nefiracetam (DM-9384) reverses <ENT1>apomorphine</ENT1>-induced <ENT2>amnesia</ENT2> of a passive avoidance response: delayed emergence of the memory retention effects.,,,,T,,,,,c,,,,,1.0,,
8829135,46,D001058,D000647,Positive_Correlation,FALSE,"Given that <ENT1>apomorphine</ENT1> inhibits passive avoidance retention when given during training or in a defined 10-12h post-training period, we evaluated the ability of nefiracetam to attenuate <ENT2>amnesia</ENT2> induced by dopaminergic agonism.",,,,T,,,,,c,,,,,0.0,,
8829135,46,D001058,D000647,Positive_Correlation,FALSE,Co-administration of nefiracetam and <ENT1>apomorphine</ENT1> during training or 10h thereafter produced no significant anti-<ENT2>amnesic</ENT2> effect.,,,,T,,,,,w,,,,,1.0,,
8829135,46,D001058,D000647,Positive_Correlation,FALSE,"However, administration of nefiracetam during training completely reversed the <ENT2>amnesia</ENT2> induced by <ENT1>apomorphine</ENT1> at the 10h post-training time and the converse was also true.",,,,T,,,,,c,,,,,1.0,,
8829135,48,D007859,C058876,Negative_Correlation,TRUE,<ENT2>Nefiracetam</ENT2> is a novel pyrrolidone derivative which attenuates scopolamine-induced <ENT1>learning and post-training consolidation deficits</ENT1>.,,,,T,,,,,c,,,,,1.0,,
8829135,51,C058876,D000647,Negative_Correlation,TRUE,<ENT1>Nefiracetam</ENT1> (<ENT1>DM-9384</ENT1>) reverses apomorphine-induced <ENT2>amnesia</ENT2> of a passive avoidance response: delayed emergence of the memory retention effects.,,,,T,,,,,c,,,,,0.0,,
8829135,51,C058876,D000647,Negative_Correlation,TRUE,"Given that apomorphine inhibits passive avoidance retention when given during training or in a defined 10-12h post-training period, we evaluated the ability of <ENT1>nefiracetam</ENT1> to attenuate <ENT2>amnesia</ENT2> induced by dopaminergic agonism.",,,,T,,Y,,,w,,,,,0.0,,
8829135,51,C058876,D000647,Negative_Correlation,TRUE,Co-administration of <ENT1>nefiracetam</ENT1> and apomorphine during training or 10h thereafter produced no significant anti-<ENT2>amnesic</ENT2> effect.,,,,T,,,,,w,,,,,0.0,,
8829135,51,C058876,D000647,Negative_Correlation,TRUE,"However, administration of <ENT1>nefiracetam</ENT1> during training completely reversed the <ENT2>amnesia</ENT2> induced by apomorphine at the 10h post-training time and the converse was also true.",,,,T,,,,,c,,,,,1.0,,
8829135,49,C058876,D018491,Negative_Correlation,TRUE,"Given that apomorphine inhibits passive avoidance retention when given during training or in a defined 10-12h post-training period, we evaluated the ability of <ENT1>nefiracetam</ENT1> to attenuate amnesia induced by <ENT2>dopaminergic agonism</ENT2>.",,,,T,,Y,,,w,,,,,1.0,,
8829135,45,D000647,D018491,Positive_Correlation,TRUE,"Given that apomorphine inhibits passive avoidance retention when given during training or in a defined 10-12h post-training period, we evaluated the ability of nefiracetam to attenuate <ENT1>amnesia</ENT1> induced by <ENT2>dopaminergic agonism</ENT2>.",,,,T,,,,,c,,,,,1.0,,
9294109,52,D009223,13400,Association,FALSE,"<ENT1>Myotonic dystrophy</ENT1> (<ENT1>DM</ENT1>), the most prevalent muscular disorder in adults, is caused by (CTG) n-repeat expansion in a gene encoding a protein kinase (<ENT2>DM protein kinase</ENT2>; <ENT2>DMPK</ENT2>) and involves changes in cytoarchitecture and ion homeostasis.",,,,T,,,,,c,,,"11,12,21,22",,0.5,,
9294109,53,13400,D002118,Negative_Correlation,TRUE,<ENT1>Myotonic dystrophy protein kinase</ENT1> is involved in the modulation of the <ENT2>Ca2+</ENT2> homeostasis in skeletal muscle cells.,,,,T,,,,,w,,,,,1.0,,
9294109,53,13400,D002118,Negative_Correlation,TRUE,"To obtain clues to the normal biological role of <ENT1>DMPK</ENT1> in cellular ion homeostasis, we have compared the resting [<ENT2>Ca2 +</ENT2>] i, the amplitude and shape of depolarization-induced <ENT2>Ca2 +</ENT2> transients, and the content of ATP-driven ion pumps in cultured skeletal muscle cells of wild-type and <ENT1>DMPK</ENT1> [-/-] knockout mice.",,,,T,,,,,c,,,,,1.0,,
9294109,53,13400,D002118,Negative_Correlation,TRUE,In vitro-differentiated <ENT1>DMPK</ENT1> [-/-] myotubes exhibit a higher resting [<ENT2>Ca2 +</ENT2>] i than do wild-type myotubes because of an altered open probability of voltage-dependent l-type <ENT2>Ca2 +</ENT2> and Na + channels.,,,,T,,,,,c,,,,,1.0,,
9647766,56,4722,1457,Association,TRUE,The NDUFS2 contains a highly conserved protein kinase C phosphorylation site and the <ENT1>NDUFS3</ENT1> subunit contains a highly conserved <ENT2>casein kinase II</ENT2> phosphorylation site which make them strong candidates for future mutation detection studies in enzymatic complex I-deficient patients.,,,,T,,,,,c,,,,,1.0,,
9647766,57,4722,C537475,Association,TRUE,The NDUFS2 contains a highly conserved protein kinase C phosphorylation site and the <ENT1>NDUFS3</ENT1> subunit contains a highly conserved casein kinase II phosphorylation site which make them strong candidates for future mutation detection studies in <ENT2>enzymatic complex I-deficient</ENT2> patients.,,,,T,,,,,w,,,,,0.0,,
9647766,60,4722,4720,Bind,FALSE,"Polymerase chain reaction performed with DNA isolated from somatic human-rodent cell hybrids containing defined human chromosomes as template gave a human-specific signal which mapped the <ENT2>NDUFS2</ENT2> and <ENT1>NDUFS3</ENT1> subunits to chromosomes 1 and 11, respectively.",,,,T,,,,,c,,,,,1.0,,
9647766,60,4722,4720,Bind,FALSE,The <ENT2>NDUFS2</ENT2> contains a highly conserved protein kinase C phosphorylation site and the <ENT1>NDUFS3</ENT1> subunit contains a highly conserved casein kinase II phosphorylation site which make them strong candidates for future mutation detection studies in enzymatic complex I-deficient patients.,,,,T,,,,,c,,,,,1.0,,
9647766,54,1457,C537475,Association,FALSE,The NDUFS2 contains a highly conserved protein kinase C phosphorylation site and the NDUFS3 subunit contains a highly conserved <ENT1>casein kinase II</ENT1> phosphorylation site which make them strong candidates for future mutation detection studies in <ENT2>enzymatic complex I-deficient</ENT2> patients.,,,,T,,,,,w,,,,,0.0,,
9647766,58,C537475,5578,Association,FALSE,The NDUFS2 contains a highly conserved <ENT2>protein kinase C</ENT2> phosphorylation site and the NDUFS3 subunit contains a highly conserved casein kinase II phosphorylation site which make them strong candidates for future mutation detection studies in <ENT1>enzymatic complex I-deficient</ENT1> patients.,,,,T,,,,,w,,,,,0.0,,
9647766,61,C537475,4720,Association,TRUE,The <ENT2>NDUFS2</ENT2> contains a highly conserved protein kinase C phosphorylation site and the NDUFS3 subunit contains a highly conserved casein kinase II phosphorylation site which make them strong candidates for future mutation detection studies in <ENT1>enzymatic complex I-deficient</ENT1> patients.,,,,T,,,,,w,,,,,0.0,,
9647766,62,5578,4720,Association,TRUE,The <ENT2>NDUFS2</ENT2> contains a highly conserved <ENT1>protein kinase C</ENT1> phosphorylation site and the NDUFS3 subunit contains a highly conserved casein kinase II phosphorylation site which make them strong candidates for future mutation detection studies in enzymatic complex I-deficient patients.,,,,T,,,,,c,,,,,0.0,,
9672936,64,D010149,D008614,Negative_Correlation,FALSE,<ENT2>Pethidine</ENT2>-associated seizure in a healthy adolescent receiving <ENT2>pethidine</ENT2> for <ENT1>postoperative pain</ENT1> control.,,,,T,,,,,c,,,,,0.5,,
9672936,64,D010149,D008614,Negative_Correlation,FALSE,A healthy 17-year-old male received standard intermittent doses of <ENT2>pethidine</ENT2> via a patient-controlled analgesia (PCA) pump for management of <ENT1>postoperative pain</ENT1> control.,,,,T,,,,,w,,,,,1.0,,
9672936,64,D010149,D008614,Negative_Correlation,FALSE,The routine use of <ENT2>pethidine</ENT2> via PCA even for a brief <ENT1>postoperative analgesia</ENT1> should be reconsidered.,,,,T,,,,,w,,,,,0.0,,
9672936,63,D008614,D012640,Association,TRUE,<ENT1>Pethidine</ENT1>-associated <ENT2>seizure</ENT2> in a healthy adolescent receiving <ENT1>pethidine</ENT1> for postoperative pain control.,,,,T,Y,,,,c,,,,,0.0,,
9746003,66,D014635,D005013,Cotreatment,TRUE,"Optimal control of the absences was achieved with <ENT1>sodium valproate</ENT1>, lamotrigine, or <ENT2>ethosuximide</ENT2> alone or in combination.",,,,T,,,,,c,,,,,0.0,,
9746003,67,D014635,D000077213,Cotreatment,TRUE,"Optimal control of the absences was achieved with <ENT1>sodium valproate</ENT1>, <ENT2>lamotrigine</ENT2>, or ethosuximide alone or in combination.",,,,T,,,,,c,,,,,0.0,,
9746003,65,D005013,D000077213,Cotreatment,TRUE,"Optimal control of the absences was achieved with sodium valproate, <ENT2>lamotrigine</ENT2>, or <ENT1>ethosuximide</ENT1> alone or in combination.",,,,T,,,,,c,,,,,0.0,,
9746003,73,D020888,D002220,Comparison,FALSE,Inappropriate use of <ENT2>carbamazepine</ENT2> and <ENT1>vigabatrin</ENT1> in typical absence seizures.,,,,T,,,,,c,,,,,1.0,,
9746003,73,D020888,D002220,Comparison,FALSE,<ENT2>Carbamazepine</ENT2> and <ENT1>vigabatrin</ENT1> are contraindicated in typical absence seizures.,,,,T,,,,,w,,,,,1.0,,
9746003,71,D020888,D004832,Positive_Correlation,FALSE,Inappropriate use of carbamazepine and <ENT1>vigabatrin</ENT1> in typical <ENT2>absence seizures</ENT2>.,,,,T,,,,,w,,,,,0.0,,
9746003,71,D020888,D004832,Positive_Correlation,FALSE,Carbamazepine and <ENT1>vigabatrin</ENT1> are contraindicated in typical <ENT2>absence seizures</ENT2>.,,,,T,,,,,w,,,,,0.0,,
